id;acreedorCodigoSap;ruc;telefono;idCondicionPago;idMoneda;idTipoProveedor;email;razonSocial;tipoPersona;direccionFiscal;emailRetencion
144;1000312;20522070883;;NT00;PEN;1;ventas@forcatperu.com;FORCAT PERU S.A.C.;J;CAL. LOS MARACUYAS NRO 148 INT. 1-2 URB. RESIDENCIAL MONTERR;
145;1000313;20600591186;;NT45;PEN;1;corpaz.ger.adm@gmail.com;CORPORACION APU-ZEUS S.A.C.;J;NRO SN SHINCAMACHAY;
146;1000322;20603795823;;NT60;PEN;1;servi-meza@hotmail.com;EMPRESA DE SERVICIOS J MEZA SANA;J;CAL. MARIANO MELGAR MZA. 03 LOTE. 02;
147;1000325;20305853641;;NT00;PEN;1;comercial@aliagaybaluis.com;ALIAGA & BALUIS S.A.C.;J;AV. PEDRO JOSE MIOTA NRO 883 URB. MAGISTERIAL AMAUTA;
148;1000326;20348687191;;NT60;PEN;1;hgarcia@wurth.pe;WURTH PERU S.A.C.;J;AV. LOS INGENIEROS NRO. 142 URB. IND.STA.RAQUEL II ETAPA (OT;
149;1000327;20603032994;;NT00;PEN;1;SABRINA@FRACTALESTUDIO.PE;FRACTAL ESTUDIO ARQUITECTURA Y DISEÑO;J;2 DE MAYO NRO 1444;
150;1000328;20601645786;;NT60;PEN;1;marianella.maita@zaningroup.com;ZANINGROUP MINING AND CONSTRUCTION;J;JR. AYACUCHO MZA. 21 LOTE. 3;
151;1000329;20602877796;;NT60;PEN;1;facturacion@brolsac.com.pe;TODO EXTINTORES PERU S.A.C.;J;N_A;
152;1000334;20502253302;;NT60;PEN;1;abel.mayhua@staff.com.pe;STAFF REPRESENTACIONES S.A.;J;CAL. LUIS GALVANI MZA. I LOTE. 22A URB. SANTA ROSA (ALT.CDRA;
153;1000335;20605432183;;NT60;PEN;1;Underground.nacional@prodimin.pe;PRODIMIN S.A.C.;J;LA ENCALADA NRO 1388 INT. 903 URB. LIMA POLO HUNT;
154;1000337;20431080002;;NT60;PEN;1;facturacion@natclar.com.pe;S.G NATCLAR S.A.C;J;CAL. LOS COLIBRIES NRO. 104 URB. LIMATAMBO (ALT.CRUCE AV. AR;
155;1000338;20294448544;;NT45;PEN;1;finanzas@cemensa.com.pe;CEMENTO Y ACERO SAC;J;AV. PROCERES DE LA INDEP. NRO. 752 URB. AZCARRUNZ (SANTA LUI;
156;1000339;20602579078;;NT60;PEN;1;jimena.sanchez@atlascopco.com;ATLAS COPCO PERU S.A.C.;J;AV. LOS FRUTALES NRO. 115 A.H. SAN FRANCISCO DE ATE;
157;1000340;20294811991;;NT60;PEN;1;ventas@suministros-hidraulicos.com;SUMINISTROS HIDRAULICOS S.A.C;J;JR. ITALIA NRO 529;
158;1000341;20602026664;;NT60;PEN;1;carolina.vasquez@jascorpsac.com;JASCORP S.A.C.;J;MZA. F LOTE 03 URB. VULCANO ASOC. SAN PEDRO;
159;1000342;20514836699;;NT60;PEN;1;servimak@servimak.net;SERVIMAK E.I.R.L.;J;AV. EL SOL MZA. G2 LOTE. 1 DPTO. LIMA COO. LAS VERTIENTES (K;
160;1000344;20604624950;;NT60;PEN;1;NALVARADO@RYMEQUIPOS.COM;REPARACIONES Y MANTENIMIENTOS;J;AV. CANTA CALLAO ETAP 1 MZA. D LOTE 1 ASC. SAN MARTIN DE POR;
161;1000346;20505075723;;NT90;PEN;1;nbaldeon@dimahisac.com;DISTRIBUIDORA DE MANGUERAS HIDRAULICAS;J;AV. SANTA ANITA NRO. 667 URB. VILLA MARINA (MERCADO LOS PINO;
162;1000348;20388710994;;NT60;PEN;1;adm.comercial@rintusac.com.pe;RADIADORES INDUSTRIALES TUBILLAS SAC;J;AV. OSCAR R. BENAVIDES NRO. 617 (ANTES AV COLONIAL);
163;1000355;20601209234;;NT60;PEN;1;eavenio@mddp.pe;MOTORES DIESEL DEL PERU S.A.;J;CAR. RAMIRO PRIALE MZA. G LOTE 12 SEC. RUSTICO DENOMINADO SA;
164;1000356;20550019877;;NT60;PEN;1;ventas2@langboor.com;LANG BOOR E.I.R.L.;J;Cal Camilo Dongo y Dongo Nro 180;
165;1000357;20545191173;;NT60;PEN;1;ventas@ecimep.com;ECIMEP S.A.C.;J;JR. LOS TERRAZOS NRO. 1976 ASOC. INCA MANCO CAPAC (CDRA. 21;
166;1000362;20555474327;;NT60;PEN;1;mjauregui@incatech.pe;INCATECH S.A.C.;J;AV. JAVIER PRADO ESTE NRO. 7335 CND. PUERTA DE HIERRO;
167;1000365;20566301556;;NT60;PEN;1;superconcretosvilla@gmail.com;SUPER CONCRETOS VILLA S.A.C.;J;CAL. LOS SAUCES MZA. C LOTE. 7 A.V. HUAYARINGA ALTA 2ZN EMMA;
168;1000366;20509068179;;NT15;PEN;1;jhernandez@ssi.pe;SSI SERVICIOS DE SEGURIDAD INTEGRAL SAC;J;CAL. SIMON BOLIVAR NRO. 206 URB. OYAGUE (ESPALDA DE LA MUNIC;
169;1000367;20101606261;;NT60;PEN;1;emartinich@dieseltecnica.com.pe;DIESEL TECNICA E I R L;J;AV. URUBAMBA NRO. 145 A.V. ASOC. VIV STA ANITA BAJA (ALTURA;
170;1000369;20192263108;;NT30;PEN;1;sermatectractoreirl@gmail.com;ORGANIZACIONES SERMAT S.A.C.;J;AV. ARRIBA PERU NRO. S/N URB. VILLA RICA (CRUCE ARRIBA PERU;
171;1000370;20600758595;;NT60;PEN;1;bmsequiposyservicios@gmail.com;BMS EQUIPOS Y SERVICIOS S.A.C.;J;MZA. P LOTE. 41 URB. ALAMEDA DE ATE II ETAPA;
172;1000372;20548835101;;NT60;PEN;1;ft@remcolperu.com;REPARACION MANTENIMIENTO DE CILINDROS;J;AV. HUAROCHIRI MZA. B-6 LOTE. 17 URB. RESIDENCIAL DE SANTA A;
173;1000375;20521133857;;NT60;PEN;1;ventas2@jdservicios.com;J.D SERVICIOS S.A.C.;J;MZA. E LOTE 6 ASOC LAS MERCEDES DE ATE;
174;1000376;20503141389;;NT90;PEN;1;jrc@efc.com.pe;ELECTRO FERRO CENTRO S.A.C.;J;AV. REPUBLICA DE PANAMA NRO. 5364 (A 4 CDRAS.ANGAMOS);
175;1000378;20522190439;;NT30;PEN;1;administracion@transportespyg.com;EMPRESA DE TRANSPORTES PIERO & GHAURI;J;SUBLT 4E-4 MZA. G LOTE 4 URB. LOS TULIPANES;
176;1000380;20602153275;;NT60;PEN;1;martin_alex_2608@hotmail.com;FULL LOGISTICS CORPORATION E.I.R.L.;J;CAL. MAXWELL MZA. P LOTE. 34 URB. PACIFICO (ALTURA CDRA 32 D;
177;1000382;20125356517;;NT60;PEN;1;kmanrique@computel.com.pe;COMPUTADORAS Y TELECOMUNICACIONES S.A;J;JR. LARRABURE Y UNANUE NRO. 172 URB. CERCADO DE LIMA;
178;1000383;20497219940;;NT60;PEN;1;roberthchavez@proveedoresmineros.com;PROVEEDORES MINEROS S.A.C.;J;CAL. CARLOS BACA FLOR NRO. 135B URB. UMACOLLO (PARALELO AL P;
179;1000384;20542598833;;NT60;PEN;1;ventas@ceimport.com;C & E IMPORT EIRL;J;JR. MORALES JANAMPA NRO S/N PBLO. SMELTER;
180;1000385;20172627421;;NT30;PEN;1;anamary.rm@gmail.com;UNIVERSIDAD DE PIURA;J;N_A;
181;1000386;20600292014;;NT60;PEN;1;jdelacruz@crsudamerics.com;CR SUDAMERICS S.A.C.;J;CAL. GRECIA NRO. 102 URB. PORTALES DE JAVIER PRADO;
182;1000390;20551440282;;NT60;PEN;1;servicios@abcminmetal.com.pe;ABC MINERA Y METALMECANICA S.A.C.;J;CAL. CALLE 22 MZA. B LOTE 2B APV. COMPRADORES DE TERRENO DE;
183;1000392;20112294687;;NT60;PEN;1;ventaslima@z1.com.pe;CORPORACION Z1 S.A;J;AV. DOMINGO ORUE NRO. 980;
184;1000393;20477834371;;NT60;PEN;1;sermatectractoreirl@gmail.com;SERMATEC TRACTOR E.I.R.L.;J;JR. CAPITAN ELIAS AGUIRRE NRO 542 URB. BELLAVISTA;
185;1000394;20603544014;;NT60;PEN;1;asistente.administrativo1@printware.com.pe;PRINTWARE SAC;J;AV. PRIMAVERA NRO. 2070 C.H. LIMA POLO HUNT CLUB;
186;1000395;20604767289;;NT45;PEN;1;CarlosErnesto.GarayArroyo2@hilti.com;HILTI PERU S.A;J;AV. JAVIER PRADO ESTE NRO. 499 INT. 1103 URB. GOLF LOS INKAS;
187;1000397;20556520829;;NT60;PEN;1;contabilidad@trackmecperu.com;TRACK MEC E.I.R.L.;J;CAL. 23 DE SEPTIEMBRE MZA. 29 LOTE 2A A.H. CHILLON;
